Sample ID,Chip ID,ROI,Parent,X,Y,CD8_Cell_Mean,CD88_Cell_Mean,CD4_Cell_Mean,SIRPa_Cell_Mean,CD56_Cell_Mean,HLA-DR_Cell_Mean,CD11c_Cell_Mean,PD-1_Cell_Mean,CD3_Cell_Mean,CD45_Cell_Mean,CD10_Cell_Mean,CD31_Cell_Mean,CAIX_Cell_Mean,CD20_Cell_Mean,IRF8_Cell_Mean,CD68_Cell_Mean,CAIX_Status,CD3_Status,CD4_Status,CD8_Status,CD10_Status,CD11c_Status,CD20_Status,CD31_Status,CD45_Status,CD56_Status,CD68_Status,CD88_Status,HLA-DR_Status,IRF8_Status,PD-1_Status,SIRPa_Status,Cell_Type
AU94845,M872808,Position 43,Stroma,37.07,342.63,0.0,0.0,0.0,0.0,735.4483,0.9254,0.0,0.0,0.9473,4.505,0.0,0.0,0.0,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,301.5,342.88,218.9253,879.3188,804.7953,172.125,767.5511,1693.7701,0.0,0.2693,0.0,9.9589,0.0,0.0,0.0,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,320.43,344.54,538.8546,3271.5364,244.3792,0.0,1299.5088,56.7859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,153.79,345.19,0.0,0.0,5.4904,0.0,21510.6328,10.7242,20.0157,0.0,13.199,5.8056,0.0,0.0,87.2586,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,104.0,347.35,29.4606,0.0,1226.8273,0.0,7166.1831,1.0344,0.0,0.0,6417.895,2351.2349,0.0,0.0,0.0,0.0,0.0,0.0,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,75.8,347.64,0.0,0.0,203.8832,0.0,15841.8301,267.4768,0.0,47.0835,516.8498,5316.8447,0.0,0.0,0.0,4885.3271,0.0,0.0,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Positive,Positive,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,55.27,348.26,3118.6279,0.0,1048.6699,36.3533,3611.313,279.5339,0.0,610.7275,5969.6782,7635.1079,0.0,0.0,0.0,4.786,0.0,0.0,Negative,Positive,Negative,Positive,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,CD8 T cells
AU94845,M872808,Position 43,Stroma,4.724,349.13,0.0,0.0,605.3995,0.0,1186.3502,0.0,0.0,0.0,451.1317,96.6652,0.0,0.0,34.0,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,25.91,351.54,0.0,0.0,0.0,169.6128,28.1416,27.904,0.0,784.3632,0.0,89.5704,0.0,0.0,16.8168,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,289.45,354.84,0.0,2.6723,4833.8257,0.0,787.8217,1160.3801,22.0524,0.0,3035.5107,4958.022,0.0,0.0,74.8483,0.0,14.3066,0.0,Negative,Positive,Positive,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,CD4 T cells
AU94845,M872808,Position 43,Stroma,36.02,355.27,137.5402,0.0,2.5563,576.8312,8.2032,59.903,0.0,1441.318,0.0,531.2193,0.0,0.0,0.0,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,64.98,358.31,0.0,19.7082,3935.0684,789.2919,9558.8086,5242.0864,0.0,5453.7739,3390.2122,12799.207,0.0,0.0,0.0,0.0,0.0,0.0,Negative,Positive,Positive,Negative,Negative,Negative,Negative,Negative,Positive,Positive,Negative,Negative,Positive,Negative,Positive,Negative,NULL
AU94845,M872808,Position 43,Stroma,346.54,356.53,401.62,2176.4109,1859.3674,878.867,1621.1315,2000.6144,3.0404,0.0,0.0,21.5154,0.0,0.0,14.7759,0.0,0.0,0.0,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,150.04,356.87,0.0,0.0,49.6032,0.0,8864.0527,1.6402,9.3968,0.0,284.1126,85.8178,0.0,0.0,0.0,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,204.11,361.57,0.0,0.0,0.0,0.0,6.5535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,192.42,364.28,0.0,0.0,1.8882,0.0,5.1734,2.2917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,8.37,364.01,0.0,2.8257,0.4715,0.0,206.3713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,143.5,364.93,0.0,0.0,3.6586,0.0,413.7254,1.2464,0.0,0.0,1.6593,4.4205,0.0,0.0,0.0,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,234.83,366.51,0.0,0.0,7.9151,0.0,247.2181,0.0,1.1699,0.0,0.0,0.0,0.0,0.0,141.2761,0.0,0.0,18.4479,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,169.34,367.08,0.0,0.0,6.3483,0.0,12.4185,37.879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,155.58,368.81,0.0,0.0,0.7252,0.0,31.4526,21.3368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,288.18,369.31,0.0,9.739,0.0,6.1418,0.7313,262.0854,0.6103,1.5107,0.0,0.0,0.0,0.0,251.245,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,312.65,369.96,0.0,2.8918,0.0,0.0,18.3742,22.2055,5.9849,0.0,0.0,0.0,0.0,0.0,79.4683,0.0,0.0,4.242,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,9.727,372.42,0.0,0.0,0.0,0.0,4058.0835,4.3077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,328.24,374.2,0.0,91.3777,379.8215,0.0,253.9681,227.0215,0.0,0.0,341.5275,334.2869,0.0,0.0,0.0,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,338.95,375.57,239.0424,1049.5203,184.8539,104.6249,1540.8773,46.0527,6.9801,0.0,0.0,0.0,0.0,0.0,7.2532,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,1.718,377.06,0.0,0.0,0.0,0.0,5087.9243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,97.52,377.32,0.0,43.4006,0.2102,0.0,11362.4785,544.3693,0.0,9.054,0.0,0.0,0.0,0.0,371.3949,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,86.8,377.94,0.0,0.0,0.0,0.0,18054.4805,1.3756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,51.84,379.23,0.0,0.0,0.0,0.0,9741.8125,365.2686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,243.9,380.26,0.0,0.0,18.6326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,237.72,381.08,0.0,0.0,7.133,0.0,1.1789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.4174,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,30.74,381.22,488.2694,0.0,2.1634,0.0,5962.6509,0.0,0.0,0.0,187.0327,15.5678,0.0,0.0,0.0,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,302.83,381.41,0.0,153.6617,31.1789,10.8338,1415.9296,184.5074,0.4308,2.6306,12.97,1543.3632,0.0,0.0,84.4796,0.0,200.0025,5.7524,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,176.25,381.23,0.0,0.0,57.7157,0.0,38.9092,0.0,0.4714,0.0,0.0,0.0,0.0,0.0,273.406,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,20.76,381.25,0.0,0.0,48.9427,0.0,492.1687,0.0,0.0,0.0,22.2817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,60.74,383.28,0.0,19.3974,2.1775,0.0,8605.248,4842.8862,0.0,0.0,0.0,4.4137,0.0,0.0,48.3668,0.0,24.2299,9.2516,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Positive,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,10.64,384.68,0.0,0.0,3.536,0.0,183.9013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,269.01,386.45,0.0,0.6539,46.0376,0.0,0.0,0.0,0.0,0.0,9.3344,0.0,0.0,0.0,71.7728,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,331.73,390.18,0.0,53.434,4259.9043,0.0,0.0,34.239,0.8994,870.2296,2138.1448,18121.0469,0.0,0.0,0.0,0.0,0.0,0.0,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,183.59,391.95,0.0,0.0,17.4351,0.0,22.5851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.3644,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,78.84,392.56,0.0,0.0,1.0475,0.0,4665.7212,0.0,0.2522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,316.78,393.82,0.0,60.6694,448.9777,2384.7095,149.1886,1711.9229,3.0293,5537.2095,69.7173,3273.2832,0.0,0.0,371.6017,38.8923,0.0,2.0912,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Positive,Negative,NULL
AU94845,M872808,Position 43,Stroma,246.53,393.29,0.0,0.0,47.9838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,288.58,393.29,0.0,5.8471,19.1597,0.0,7188.9048,0.0,12.356,0.0,0.0,0.6737,0.0,0.0,1291.8043,2.6355,0.0,0.0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,90.76,394.45,0.0,0.0,0.0,0.0,1224.8635,0.0,0.8661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,340.5,398.3,1699.0629,300.1303,175.9041,139.4898,2.084,1043.0272,0.0424,494.1401,3382.9495,4683.8301,0.0,21.539,41.9618,0.0,0.0,3.0904,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,165.51,397.28,0.0,0.0,38.5897,0.0,310.0097,0.4123,0.0,0.0,0.0,0.0,0.0,0.0,37.4754,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,299.65,401.91,0.0,50.0113,19.9958,0.0,2268.4297,6.7617,4.2011,0.0,0.0,2.5481,0.0,0.0,258.2743,0.0,0.0,1.0928,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,33.35,401.82,0.0,0.0,0.0,6.8923,4219.0356,3.3641,0.0,30.2001,11.8625,32.3878,0.0,0.0,47.1437,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,278.99,404.15,0.0,56.3339,11.1705,0.0,121.2125,0.0,8.8429,0.0,0.0,0.0,0.0,0.2339,264.0009,0.0,0.0,61.1304,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,156.7,405.38,0.0,0.0,3.2581,0.0,106.9386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2735,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,329.46,406.49,0.0,132.4739,2592.1484,321.0261,0.3762,1073.9617,1.8753,801.1419,11625.6553,12179.1758,0.0,4927.4204,40.2558,0.3575,4.7525,2.1284,Negative,Positive,Positive,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,CD4 T cells
AU94845,M872808,Position 43,Stroma,168.31,407.37,0.0,25.0865,8.4658,0.0,32.2849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,251.57,407.95,0.0,3.3062,1.6954,0.0,0.5048,400.6659,3.4123,0.0,0.0,0.0,17971.9902,4765.4775,15.988,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,6.749,408.16,0.0,0.0,0.0,0.0,64.6322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,206.19,408.6,0.0,0.0,0.0,0.0,1286.4905,695.4678,0.2517,0.0,0.0,0.0,6847.7241,719.5758,29.5487,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,65.0,410.99,0.0,0.0,2.9316,0.0,636.9555,148.9475,0.0,0.0,0.0,0.0,0.0,0.0,122.012,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,111.81,413.41,0.0,0.0,10.9781,0.0,52.375,0.0,0.8482,0.0,0.0,0.0,0.0,0.0,10.1045,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,316.81,413.23,111.3588,224.9232,2368.9993,39.2673,19.1134,583.7919,1.3325,227.3347,11204.1426,11727.5254,0.0,0.351,4.9521,2810.3623,72.4262,0.0,Negative,Positive,Positive,Negative,Negative,Negative,Positive,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,305.18,413.74,7277.1924,0.0,529.8788,0.0,2815.5593,22.7803,54.8207,0.0,9398.6201,8590.8027,0.0,0.0,84.5024,0.0,0.0,0.0,Negative,Positive,Negative,Positive,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,CD8 T cells
AU94845,M872808,Position 43,Stroma,99.2,414.57,0.0,0.0,1.8133,0.0,20.5582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,24.41,414.71,0.0,0.0,0.4234,0.0,424.1911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,233.64,414.81,0.0,2.6115,5.1499,0.0,249.2202,624.3019,0.4567,0.0,0.0,0.0,33663.8867,392.7148,0.0,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,189.69,416.31,0.6992,1662.7981,16.6635,34.2459,91.7404,1538.3104,1.6497,0.0,0.0,0.0,9579.9014,907.7789,74.8187,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,257.15,418.02,0.0,86.8328,39.9414,13.3735,190.5247,1206.924,5.5828,0.0,17.6618,4.9215,31033.3223,15984.2266,239.2248,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,181.8,419.82,0.0,6.6292,0.0,0.0,58.532,2580.0461,0.0,0.0,2.9821,0.0,24404.0312,15449.9131,11.009,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,327.74,422.47,0.0,0.0,97.815,25.0639,0.0,390.7665,0.5617,210.7489,446.6531,508.6487,0.0,0.0,51.9571,0.0,1.1828,0.0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,308.61,425.14,3050.2881,0.0,448.7668,17.8951,0.0,152.205,0.0,464.0008,6867.1499,2430.1621,0.0,0.0,0.0,0.0,0.0,0.0,Negative,Positive,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,207.13,423.94,0.0,0.0,0.0,0.0,0.0,13148.5605,0.0,0.0,0.0,0.0,9632.9062,16830.1074,0.0,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,167.18,423.84,0.0,55.7314,13.0809,76.7379,706.0308,4.144,0.0,0.0,0.0,0.0,27949.5762,5516.8364,333.2832,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,175.33,425.06,0.0,0.0,0.0,0.0,22.5704,556.116,0.2198,0.0,0.0,0.0,42589.9531,32818.8047,93.7012,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,41.93,426.36,0.0,0.0,6.2801,0.0,19713.8184,2895.3506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,83.46,428.26,0.0,0.0,44.8814,0.0,0.0,1757.8813,0.0,0.0,0.0,0.0,0.0,2.0894,0.0,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,225.69,428.31,0.0,1.5307,0.0,0.0,0.3595,4189.2349,0.0,0.0,0.0,0.0,18109.1387,15892.7764,0.0,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,168.44,430.64,0.0,10.5034,0.0,0.0,78.3775,15155.291,0.0,0.0,0.0,0.0,27411.5664,34752.3164,148.0578,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,237.4,429.43,0.0,0.0,0.0,0.0,0.0,843.6138,0.0,0.0,0.0,0.0,52959.7227,21920.2266,12.5829,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,4.064,428.88,0.0,0.0,118.6825,0.0,1357.6874,844.8369,0.0,0.0,0.0,60.9893,0.0,0.0,0.0,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,325.58,432.31,0.0,108.6189,2906.321,5.7731,5.8593,527.7674,0.0184,1.5055,5667.4878,2779.6719,0.0,0.0,3.6649,0.0,5.9731,0.0,Negative,Positive,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,179.23,432.8,0.0,0.0,2.4101,0.0,126.2037,7877.918,0.8025,0.0,0.0,0.0,48484.0312,19806.0762,0.0,0.0,8.9973,0.0,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,263.25,432.75,0.0,0.0,3.864,0.0,0.0444,1416.3751,0.0,0.0,0.0,0.0,37813.7734,18418.2188,122.2596,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 43,Stroma,251.09,432.28,0.0,135.3679,63.3214,37.2159,108.3727,3056.4395,2.0029,0.0,0.0,0.0,51335.3203,35346.168,0.0,0.0,0.0,18.453,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,NULL
