Sample ID,Chip ID,ROI,Parent,X,Y,CD8_Cell_Mean,CD88_Cell_Mean,CD4_Cell_Mean,SIRPa_Cell_Mean,CD56_Cell_Mean,HLA-DR_Cell_Mean,CD11c_Cell_Mean,PD-1_Cell_Mean,CD3_Cell_Mean,CD45_Cell_Mean,CD10_Cell_Mean,CD31_Cell_Mean,CAIX_Cell_Mean,CD20_Cell_Mean,IRF8_Cell_Mean,CD68_Cell_Mean,CAIX_Status,CD3_Status,CD4_Status,CD8_Status,CD10_Status,CD11c_Status,CD20_Status,CD31_Status,CD45_Status,CD56_Status,CD68_Status,CD88_Status,HLA-DR_Status,IRF8_Status,PD-1_Status,SIRPa_Status,Cell_Type,CAIX_AutoThreStatus,CD3_AutoThreStatus,CD4_AutoThreStatus,CD8_AutoThreStatus,CD10_AutoThreStatus,CD11c_AutoThreStatus,CD20_AutoThreStatus,CD31_AutoThreStatus,CD45_AutoThreStatus,CD56_AutoThreStatus,CD68_AutoThreStatus,CD88_AutoThreStatus,HLA-DR_AutoThreStatus,IRF8_AutoThreStatus,PD-1_AutoThreStatus,SIRPa_AutoThreStatus,AutoThre_Cell_Type,Cluster.id
AU94844,M1771243,Position 44,Stroma,418.02,437.42,0.0,0.0,0.0,0.7701,2137.1416,0.0,0.0,0.0,0.0,0.0,0.0,13387.8477,2948.8076,0.0,395.3014,186.8576,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells,Endothelial cells
AU94844,M1771243,Position 44,Stroma,448.93,437.71,0.0,0.0,0.0,0.0,2879.9194,8.2844,0.0,0.0,0.0,0.0,0.0,0.0,1909.2053,0.0,134.0525,51.9407,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,CD56+
AU94844,M1771243,Position 44,Stroma,542.48,437.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,888.813,0.0,52.5689,7.0555,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,
AU94844,M1771243,Position 44,Stroma,612.42,438.63,0.0,0.0,0.0,0.0,24.4509,9.7546,0.0,0.0,0.0,0.0,5.4423,0.0,733.1121,0.0,56.2765,154.6074,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,
AU94844,M1771243,Position 44,Stroma,649.9,445.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5977,545.9883,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,
AU94844,M1771243,Position 44,Stroma,329.37,447.93,0.0,0.0,0.0,0.0,12.9987,1.405,0.0,0.0,0.0,0.0,0.0,0.0,1098.2063,0.0,87.2679,3909.0339,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,CAIX+CD68+
AU94844,M1771243,Position 44,Stroma,388.41,451.51,0.0,0.0,0.0,0.0,4189.4233,2.5252,0.0,0.0,47.7626,0.0,0.0,0.0,2177.8042,0.0,87.8326,1098.3633,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,,CD56+
AU94844,M1771243,Position 44,Stroma,344.72,453.47,0.0,0.0,0.0,8.4861,68.182,2.7838,0.0,0.0,0.0,0.0,0.0,0.0,2963.4546,0.0,222.357,189.9386,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,
AU94844,M1771243,Position 44,Stroma,417.94,453.44,0.0,0.3644,0.0,0.0,6.2081,0.0,0.0,0.0,0.0,0.0,2.6349,27184.2539,582.2356,0.0,207.098,663.4235,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells,Endothelial cells
AU94844,M1771243,Position 44,Stroma,405.49,453.35,0.0,12.9337,3.5535,557.9551,48.5658,10.8033,0.0,1.1478,0.0,325.8563,0.0,14941.4121,7743.1548,0.0,208.3751,161.4342,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells,Tumour cells
AU94844,M1771243,Position 44,Stroma,487.47,453.97,0.0,0.0,0.0,0.0,0.0,55.3925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,
AU94844,M1771243,Position 44,Stroma,314.56,460.94,0.0,2.5677,20.2238,1.2915,0.0,9.2323,0.0,0.0,0.0,0.0,0.0,22539.3926,25.8954,0.0,231.5377,63.1323,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells,Endothelial cells
AU94844,M1771243,Position 44,Stroma,305.68,467.95,2.3718,40.6993,1210.3423,10.6188,0.0,0.0,0.0,0.0,3403.8,2336.7195,0.0,9036.7949,218.9946,0.0,279.502,344.0738,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Positive,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,CD4 T cells
AU94844,M1771243,Position 44,Stroma,412.89,469.8,0.0,0.0,0.0,0.0,53.483,1.878,0.0,0.0,0.0,0.0,0.0,39.2441,610.675,0.0,180.1599,526.9936,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,CAIX+CD68+
AU94844,M1771243,Position 44,Stroma,343.06,470.79,0.0,0.0,2.9725,0.0,3.1876,12.4268,0.0,0.0,0.0,0.0,0.0,0.0,1014.9582,0.0,69.4255,5.2418,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,
AU94844,M1771243,Position 44,Stroma,321.92,473.14,0.0,0.0,0.0,2730.0889,711.7587,29.1039,0.0,139.336,0.0,60.3187,0.0,0.0,6868.6665,0.0,154.3464,4315.3394,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Tumour cells,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Tumour cells,CAIX+CD68+
AU94844,M1771243,Position 44,Stroma,308.36,476.16,0.0,0.0,179.5094,0.0,122.9026,26.3556,0.0,0.0,555.9484,450.1033,0.0,0.0,2669.6443,0.0,0.0,282.493,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,
AU94844,M1771243,Position 44,Stroma,397.75,476.44,0.0,0.0,0.0,0.0,0.8947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551.5755,0.0,31.3616,121.3216,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,
AU94844,M1771243,Position 44,Stroma,525.98,476.95,0.0,0.0,0.0,0.0,1.1434,7.4592,0.0,0.0,0.0,0.0,0.0,0.0,5236.9868,0.0,83.0946,225.2341,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Tumour cells,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Tumour cells,Tumour cells
AU94844,M1771243,Position 44,Stroma,469.55,479.55,0.0,0.0,0.0,0.0,0.0,2.1849,0.0,0.0,0.0,0.0,0.0,0.0,458.1679,0.0,17.3415,8650.1494,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,,CAIX+CD68+
AU94844,M1771243,Position 44,Stroma,535.01,482.92,0.0,0.0,0.0,0.0,892.2012,8.328,0.0,0.0,0.0,0.0,0.0,0.0,120.2195,0.0,173.9666,52.1327,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,CD56+
AU94844,M1771243,Position 44,Stroma,477.15,484.25,758.6392,100.6193,0.0,196.3288,24.8777,71.7217,0.0,0.0,218.0948,4857.2017,0.0,0.0,1828.1193,0.0,68.5627,12614.7764,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Positive,Negative,Negative,Negative,Negative,Negative,,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,,Mono/Macs/cDC2s
AU94844,M1771243,Position 44,Stroma,623.9,487.51,0.0,18.5898,0.0,0.0,0.0,123.6903,0.0,0.0,0.0,0.0,0.0,0.0,99.3629,0.0,150.3341,9.2276,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,
AU94844,M1771243,Position 44,Stroma,511.68,491.57,95.8171,0.0,0.0,0.0,806.6186,3.5519,0.0,0.0,0.0,9964.6152,0.0,8655.0762,235.3705,0.0,468.3954,5908.2559,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Positive,Negative,Negative,Negative,Negative,Negative,,CAIX+CD68+
AU94844,M1771243,Position 44,Stroma,488.31,492.84,825.6871,204.6324,14.7512,2493.7493,0.0,140.41,0.0,87.2903,2.6437,3264.9565,3.8162,21827.7988,28.5269,0.0,625.2931,169.3252,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells,Endothelial cells
AU94844,M1771243,Position 44,Stroma,668.07,496.02,0.0,162.8727,9.9131,11918.7451,40.9315,0.4785,0.0,876.2054,3.9324,105.2019,0.0,175.6383,0.0,0.0,1073.5663,1897.5795,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,,Mono/Macs/cDC2s
AU94844,M1771243,Position 44,Stroma,547.85,498.11,0.0,0.0,0.0,0.0,220.7208,9.2993,0.7383,0.0,0.0,0.0,0.0,0.0,5073.0498,0.0,0.9342,1997.7477,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Tumour cells,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Tumour cells,CAIX+CD68+
AU94844,M1771243,Position 44,Stroma,576.94,498.81,0.0,0.0,0.0,0.0,0.0,6.289,0.0,0.0,0.0,0.0,0.0,0.0,785.2696,0.0,50.8307,77.203,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,
AU94844,M1771243,Position 44,Stroma,515.03,503.53,0.0,3.2422,62.7516,102.3194,0.0,0.0,0.0,0.0,0.0,333.0009,0.0,28485.7871,421.8864,0.0,441.6877,24.5546,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells,Endothelial cells
AU94844,M1771243,Position 44,Stroma,492.28,505.2,0.0,0.0,3.6648,0.0,3205.998,17.0581,0.0,0.0,29.801,0.0,0.0,0.0,663.8257,0.0,290.7743,117.9848,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,,CD56+
AU94844,M1771243,Position 44,Stroma,388.61,506.67,0.0,0.0,0.0,0.0,0.0,5.5383,0.0,0.0,0.0,0.0,0.0,0.0,1239.3517,0.0,16.6739,166.5953,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,
AU94844,M1771243,Position 44,Stroma,654.4,508.0,0.0,0.0,40.6396,44.0519,0.0,0.0,0.0,0.0,0.0,25.0471,0.0,14195.79,1422.8409,0.0,207.026,69.8133,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells,
AU94844,M1771243,Position 44,Stroma,507.47,507.9,0.0,135.8758,18.8519,196.4335,59.4248,2.4292,0.0,1.1503,0.0,161.1329,0.0,604.0697,901.6449,0.0,73.6906,948.0762,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,CAIX+CD68+
AU94844,M1771243,Position 44,Stroma,668.26,510.78,0.0,0.0,10.3497,33.2545,58.119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5064.5757,0.0,147.1012,95.5387,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Tumour cells,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Tumour cells,Tumour cells
AU94844,M1771243,Position 44,Stroma,530.28,510.37,0.0,29.0666,207.747,264.7668,0.0,0.0,0.0,0.0,0.0,339.22,0.0,50738.0742,926.2491,7.4417,551.3625,180.4967,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells,Endothelial cells
AU94844,M1771243,Position 44,Stroma,515.94,512.41,2565.5933,1024.9811,3067.7881,3598.0759,0.0,0.0,0.0,1867.2866,4.7661,10047.3125,11.4552,22007.6719,702.5184,13.1359,301.4689,5552.0127,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Positive,Negative,Negative,Negative,Negative,Negative,Positive,Negative,,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Positive,Positive,Negative,Positive,Negative,Negative,Negative,Negative,Negative,,Endothelial cells
AU94844,M1771243,Position 44,Stroma,558.34,512.58,0.0,0.0,0.0,0.0,13.7212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1190.7394,0.0,155.2417,250.1374,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,
AU94844,M1771243,Position 44,Stroma,503.32,513.87,20509.7383,815.0676,247.423,2253.0496,87.4885,0.0,0.0,378.3518,6836.8965,7305.9038,0.0,139.2266,322.6309,3.6906,103.9791,3869.7151,Negative,Positive,Negative,Positive,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,CD8 T cells,Negative,Positive,Negative,Positive,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,CD8 T cells,CD8 T cells
AU94844,M1771243,Position 44,Stroma,631.74,513.95,0.0,0.0,0.0,0.0,4118.9326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5924.4248,0.0,57.1115,189.4857,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Tumour cells,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,,CD56+
AU94844,M1771243,Position 44,Stroma,220.9,29.56,0.0,2.067,0.0,0.0,0.0,0.0,0.0,0.0,1293.8545,0.0,0.0,0.0,3252.134,0.0,0.0,852.1235,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,CAIX+CD68+
AU94844,M1771243,Position 44,Stroma,9.357,31.65,4425.3271,0.0,0.8073,0.0,321.5326,22.9654,0.3779,8.8263,5001.5942,8.962,0.0,0.0,578.1784,0.0,171.6438,512.6513,Negative,Positive,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,Negative,Positive,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,CD8 T cells
AU94844,M1771243,Position 44,Stroma,232.22,32.69,0.0,138.9259,0.0,21.1338,0.0,38.7025,0.0,0.0,367.8564,0.0,0.0,0.0,6837.9189,0.0,29.2585,6190.8828,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Tumour cells,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,,CAIX+CD68+
AU94844,M1771243,Position 44,Stroma,47.55,35.62,0.0,0.0,1.3628,0.0,3227.0166,12.8726,0.0,0.0,0.0,0.0,0.0,0.0,16.3493,0.0,262.8441,276.5532,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,,CD56+
AU94844,M1771243,Position 44,Stroma,77.95,39.92,0.0,16.7485,3036.668,354.2587,93.1839,0.3968,0.0,43.0719,3288.2419,3914.3445,0.0,638.8408,2617.1694,0.0,721.75,75.2464,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,Negative,Positive,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,CD4 T cells
AU94844,M1771243,Position 44,Stroma,84.98,41.84,0.0,0.0,4.5109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34405.5781,424.7082,0.0,344.3911,0.0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells,Endothelial cells
AU94844,M1771243,Position 44,Stroma,137.71,43.62,0.3592,0.0,12.0816,0.0,95.902,2.5924,0.7531,0.0,0.0,14.2541,13.1489,0.0,7462.7993,2.1979,254.5075,1248.1411,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Tumour cells,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Tumour cells,CAIX+CD68+
AU94844,M1771243,Position 44,Stroma,92.76,43.78,0.0,0.0,1.2852,0.0,0.0,3.0058,0.0,0.0,0.0,0.0,0.0,26927.8887,167.9171,0.0,277.2813,1.0617,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells,Endothelial cells
AU94844,M1771243,Position 44,Stroma,69.86,44.06,0.0,1361.2095,1070.1605,9101.0771,202.1606,133.349,0.0,2279.3577,504.3997,4253.998,0.0,250.5899,3061.8708,0.0,330.3944,4796.4922,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Positive,Positive,,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Positive,,Mono/Macs/cDC2s
AU94844,M1771243,Position 44,Stroma,15.31,48.89,20551.2383,744.0576,146.4105,4577.8457,0.0,102.9301,48.0678,1688.2632,9503.7402,12863.583,0.0,215.0199,2803.8975,30.8929,1201.64,11258.7588,Negative,Positive,Negative,Positive,Negative,Negative,Negative,Negative,Positive,Negative,Positive,Negative,Negative,Negative,Positive,Negative,,Negative,Positive,Negative,Positive,Negative,Negative,Negative,Negative,Positive,Negative,Positive,Negative,Negative,Negative,Negative,Negative,,CD8 T cells
AU94844,M1771243,Position 44,Stroma,217.88,52.99,0.0,0.0,0.0,0.0,8.4093,81.2452,0.0,0.0,0.0,0.0,125.6339,0.0,5915.1519,12.1313,31.7219,885.4438,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Tumour cells,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Tumour cells,CAIX+CD68+
AU94844,M1771243,Position 44,Stroma,58.59,53.65,7302.0771,8.2783,0.0,0.859,55.5169,47.053,0.0,0.6614,1140.8699,3224.9893,0.0,61.2988,280.3663,0.0,84.247,0.0,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,CD8 T cells
AU94844,M1771243,Position 44,Stroma,26.63,53.83,0.0,4.5592,55.3549,617.787,0.0,0.0,0.0,90.4549,17.1402,8.5329,0.0,5395.5449,1001.6442,0.0,211.6126,522.4645,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,
AU94844,M1771243,Position 44,Stroma,289.22,56.4,0.0,0.0,8.7159,0.0,210.0562,0.89,0.4422,0.0,0.0,0.0,34.988,0.0,5319.1636,0.0,232.9133,3592.3074,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Tumour cells,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Tumour cells,CAIX+CD68+
AU94844,M1771243,Position 44,Stroma,65.63,59.7,9.8583,3981.1738,6.2148,180.6312,29.2913,11.1805,0.0,599.5803,22.5449,13840.8926,6.2436,60.505,179.0033,0.0,54.7309,41.8992,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Positive,Negative,Negative,Negative,Negative,,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Positive,Negative,Negative,Negative,Negative,,Mono/Macs/cDC2s
AU94844,M1771243,Position 44,Stroma,4.768,57.75,10.2099,0.0,42.2077,6.0278,26.6263,0.5824,0.0,0.0,34.4208,130.2966,0.0,5701.4668,422.303,0.0,133.2302,69.6456,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,
